COMMUNITY OF ORCUTT,3,213,205,5,3
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,267,260,5,2
Out of County,—,—,0,0,1
Pending,8,235,209,25,—
August,5,2020,,,
Santa Barbara County Totals,60,6586,6295,224,67
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,153,145,5,4
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,17,866,813,48,5
CITY OF GOLETA,4,151,142,6,3
COMMUNITY OF ISLA VISTA,1,56,46,10,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,114,111,2,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,74,72,0,2
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,6,486,456,23,7
FEDERAL PRISON IN LOMPOC,0,1019,1016,0,3
CITY OF SANTA MARIA,19,2960,2826,97,36
COMMUNITY OF ORCUTT,2,210,203,4,3
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,266,260,4,2
Out of County,—,—,0,0,1
Pending,6,231,205,25,—
August,4,2020,,,
Santa Barbara County Totals,62,6526,6235,227,64
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,152,145,5,2
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,29,849,797,47,5
CITY OF GOLETA,3,147,138,6,3
COMMUNITY OF ISLA VISTA,2,55,45,10,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,4,112,109,2,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,74,71,1,2
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,480,450,23,7
FEDERAL PRISON IN LOMPOC,0,1019,1016,0,3
CITY OF SANTA MARIA,12,2941,2807,98,35
COMMUNITY OF ORCUTT,1,208,201,4,3
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,264,255,7,2
Out of County,—,—,0,0,1
Pending,6,225,201,24,—
August,3,2020,,,
Santa Barbara County Totals,31,6464,6154,249,61
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,148,139,7,2
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4,820,774,41,5
CITY OF GOLETA,0,144,135,6,3
COMMUNITY OF ISLA VISTA,0,53,45,8,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,108,105,2,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,74,71,1,2
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,479,448,25,6
FEDERAL PRISON IN LOMPOC,0,1019,1016,0,3
CITY OF SANTA MARIA,18,2929,2776,118,34
COMMUNITY OF ORCUTT,0,207,198,6,3
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,264,254,9,1
Out of County,—,—,0,0,1
Pending,4,219,193,26,—
August,2,2020,,,
Santa Barbara County Totals,57,6434,6094,280,60
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,147,138,7,2
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,14,816,765,46,5
CITY OF GOLETA,3,144,133,8,3
COMMUNITY OF ISLA VISTA,3,53,44,9,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,108,104,3,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,74,71,1,2
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,13,477,437,34,6
FEDERAL PRISON IN LOMPOC,0,1012,1009,0,3
CITY OF SANTA MARIA,20,2911,2751,126,33
COMMUNITY OF ORCUTT,0,207,196,8,3
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,262,251,10,1
Out of County,-,-,-,-,1
Pending,1,223,195,28,0
August,1,2020,,,
Santa Barbara County Totals,215,6378,6011,307,60
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,146,136,8,2
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,34,802,742,55,5
CITY OF GOLETA,4,141,132,6,3
COMMUNITY OF ISLA VISTA,5,50,43,7,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,108,103,4,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",3,74,68,4,2
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,17,464,428,30,6
FEDERAL PRISON IN LOMPOC,1,1012,1009,0,3
CITY OF SANTA MARIA,105,2892,2718,140,33
COMMUNITY OF ORCUTT,10,207,193,11,3
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",8,260,249,10,1
Out of County,-,-,-,-,1
Pending,21,222,190,32,0
July,31,2020,,,
Santa Barbara County Totals,74,6167,5858,249,360
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,142,123,17,1
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,768,719,44,6
CITY OF GOLETA,1,138,127,8,3
COMMUNITY OF ISLA VISTA,0,45,42,3,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,105,99,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,71,65,4,2
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,4,447,414,27,6
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,47,2789,2658,97,334
COMMUNITY OF ORCUTT,1,197,187,7,2
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,253,240,12,1
Out of County,—,—,0,0,1
Pending,7,201,176,25,—
July,30,2020,,,
Santa Barbara County Totals,73,6094,5772,290,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,138,118,19,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,9,763,713,48,3
CITY OF GOLETA,3,137,126,9,2
COMMUNITY OF ISLA VISTA,0,45,40,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,102,95,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",4,71,67,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,11,442,414,24,4
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,33,2742,2607,117,18
COMMUNITY OF ORCUTT,1,196,185,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,251,237,14,0
Out of County,—,—,0,0,1
Pending,10,196,162,34,—
July,29,2020,,,
Santa Barbara County Totals,91,6021,5640,349,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",12,137,114,22,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,20,754,695,57,3
CITY OF GOLETA,3,134,125,7,2
COMMUNITY OF ISLA VISTA,4,45,39,6,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,102,95,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,67,64,3,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,6,431,393,34,4
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,30,2709,2533,158,18
COMMUNITY OF ORCUTT,3,195,183,11,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,250,232,18,0
Out of County,—,—,0,0,1
Pending,6,186,159,27,—
July,28,2020,,,
Santa Barbara County Totals,98,5931,5566,333,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",5,125,109,15,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,22,734,688,44,3
CITY OF GOLETA,0,131,122,7,2
COMMUNITY OF ISLA VISTA,0,41,39,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,99,93,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,67,63,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,9,425,386,35,4
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,41,2677,2492,167,18
COMMUNITY OF ORCUTT,4,192,179,12,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,246,228,18,0
Out of County,—,—,0,0,1
Pending,9,183,159,24,—
July,27,2020,,,
Santa Barbara County Totals,77,5836,5496,308,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",5,120,106,13,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,706,667,37,3
CITY OF GOLETA,1,131,121,8,2
COMMUNITY OF ISLA VISTA,1,41,39,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,97,91,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,66,61,5,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,11,415,380,31,4
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,38,2622,2441,164,18
COMMUNITY OF ORCUTT,1,187,179,7,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",3,237,224,13,0
Out of County,—,—,0,0,1
Pending,11,203,179,23,—
July,26,2020,,,
Santa Barbara County Totals,41,5759,5447,280,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,115,105,9,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,20,701,659,40,3
CITY OF GOLETA,3,130,118,10,2
COMMUNITY OF ISLA VISTA,0,40,38,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,96,88,7,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",3,66,62,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3,403,377,22,4
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,3,2578,2414,147,18
COMMUNITY OF ORCUTT,0,185,178,6,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,234,222,12,0
Out of County,0,0,0,0,1
Pending,5,200,178,21,0
July,25,2020,,,
Santa Barbara County Totals,142,5718,5337,349,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,114,101,12,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,14,681,637,42,3
CITY OF GOLETA,6,127,114,11,2
COMMUNITY OF ISLA VISTA,0,40,38,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,94,85,8,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,63,60,3,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,18,400,359,37,4
FEDERAL PRISON IN LOMPOC,0,1011,1008,0,3
CITY OF SANTA MARIA,79,2575,2371,187,18
COMMUNITY OF ORCUTT,12,185,173,11,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",5,234,219,15,0
Out of County,0,0,0,0,1
Pending,6,194,172,21,0
July,24,2020,,,
Santa Barbara County Totals,133,5576,5175,369,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",3,112,100,11,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,12,667,618,47,3
CITY OF GOLETA,3,121,113,6,2
COMMUNITY OF ISLA VISTA,3,40,35,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,94,87,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,63,56,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,12,382,339,39,4
FEDERAL PRISON IN LOMPOC,1,1011,1001,7,3
CITY OF SANTA MARIA,77,2496,2296,183,18
COMMUNITY OF ORCUTT,1,173,162,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,229,214,15,0
Out of County,—,—,0,0,1
Pending,12,188,154,33,—
July,23,2020,,,
Santa Barbara County Totals,162,5444,5051,361,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",5,109,94,14,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,655,601,52,3
CITY OF GOLETA,0,118,101,15,2
COMMUNITY OF ISLA VISTA,2,37,34,3,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,95,87,7,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,61,54,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,16,370,325,41,4
FEDERAL PRISON IN LOMPOC,0,1010,1002,5,3
CITY OF SANTA MARIA,93,2420,2235,168,18
COMMUNITY OF ORCUTT,9,172,160,11,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",10,222,206,16,0
Out of County,—,—,0,0,1
Pending,11,175,152,22,—
July,22,2020,,,
Santa Barbara County Totals,160,5282,4900,350,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,104,94,9,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,32,644,605,37,3
CITY OF GOLETA,4,118,105,11,2
COMMUNITY OF ISLA VISTA,1,35,31,4,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,6,92,78,13,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,59,51,8,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,21,354,308,42,4
FEDERAL PRISON IN LOMPOC,0,1010,999,8,3
CITY OF SANTA MARIA,63,2327,2143,167,18
COMMUNITY OF ORCUTT,6,163,150,12,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,212,196,16,0
Out of County,—,—,0,0,1
Pending,15,164,140,23,—
July,21,2020,,,
Santa Barbara County Totals,135,5124,4797,295,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,100,87,12,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,19,611,573,36,3
CITY OF GOLETA,3,114,103,9,2
COMMUNITY OF ISLA VISTA,3,34,32,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,86,73,12,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",4,58,51,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,12,333,296,33,4
FEDERAL PRISON IN LOMPOC,1,1010,1002,5,3
CITY OF SANTA MARIA,66,2265,2112,136,18
COMMUNITY OF ORCUTT,6,157,144,12,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,205,185,20,0
Out of County,—,—,0,0,1
Pending,8,151,139,11,—
July,20,2020,,,
Santa Barbara County Totals,85,4991,4685,274,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,96,83,12,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,593,552,39,3
CITY OF GOLETA,5,111,100,9,2
COMMUNITY OF ISLA VISTA,0,31,31,0,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,84,77,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,54,52,2,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,9,321,282,35,4
FEDERAL PRISON IN LOMPOC,2,1009,999,7,3
CITY OF SANTA MARIA,43,2199,2059,123,18
COMMUNITY OF ORCUTT,3,151,140,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,199,184,15,0
Out of County,—,—,0,0,1
Pending,7,143,126,16,—
July,19,2020,,,
Santa Barbara County Totals,16,4908,4584,292,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,94,84,9,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,582,545,35,3
CITY OF GOLETA,0,106,98,6,2
COMMUNITY OF ISLA VISTA,0,31,29,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,81,72,8,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,54,50,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,6,312,281,27,4
FEDERAL PRISON IN LOMPOC,0,1007,1000,4,3
CITY OF SANTA MARIA,3,2156,1987,152,18
COMMUNITY OF ORCUTT,0,148,137,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,197,183,14,0
Out of County,0,0,0,0,1
Pending,1,140,118,21,0
July,18,2020,,,
Santa Barbara County Totals,155,4904,4515,357,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",6,93,84,8,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,21,580,545,33,3
CITY OF GOLETA,5,106,95,9,2
COMMUNITY OF ISLA VISTA,2,31,30,1,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,80,74,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",3,54,47,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,19,307,264,39,4
FEDERAL PRISON IN LOMPOC,0,1007,998,6,3
CITY OF SANTA MARIA,67,2161,1953,191,18
COMMUNITY OF ORCUTT,5,148,131,16,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",13,197,176,21,0
Out of County,0,0,0,0,1
Pending,11,140,118,21,0
July,17,2020,,,
Santa Barbara County Totals,137,4759,4326,401,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",3,88,81,6,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,19,562,509,51,3
CITY OF GOLETA,4,101,89,10,2
COMMUNITY OF ISLA VISTA,0,29,28,1,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,77,71,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,51,41,10,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,18,288,241,43,4
FEDERAL PRISON IN LOMPOC,6,1007,997,7,3
CITY OF SANTA MARIA,69,2099,1862,220,18
COMMUNITY OF ORCUTT,5,143,131,11,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",5,185,173,12,0
Out of County,—,—,0,0,1
Pending,3,129,103,25,—
July,16,2020,,,
Santa Barbara County Totals,224,4635,4189,414,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,85,80,4,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,44,544,491,51,3
CITY OF GOLETA,5,98,89,7,2
COMMUNITY OF ISLA VISTA,1,29,27,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,5,74,66,7,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",6,49,37,12,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,19,271,235,32,4
FEDERAL PRISON IN LOMPOC,1,1001,995,3,3
CITY OF SANTA MARIA,112,2036,1792,227,18
COMMUNITY OF ORCUTT,4,138,123,14,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",8,180,163,17,0
Out of County,—,—,0,0,1
Pending,15,130,91,38,—
July,15,2020,,,
Santa Barbara County Totals,89,4412,4046,334,32
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,81,76,4,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,10,500,456,42,3
CITY OF GOLETA,2,93,85,6,2
COMMUNITY OF ISLA VISTA,0,28,26,2,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,69,60,8,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",4,43,35,8,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,6,252,223,25,4
FEDERAL PRISON IN LOMPOC,2,1000,997,0,3
CITY OF SANTA MARIA,47,1924,1714,193,18
COMMUNITY OF ORCUTT,3,134,123,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,172,157,15,0
Out of County,—,—,0,0,1
Pending,12,116,94,21,—
July,14,2020,,,
Santa Barbara County Totals,184,4323,3921,372,31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,79,75,3,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,15,490,453,35,3
CITY OF GOLETA,5,90,78,10,2
COMMUNITY OF ISLA VISTA,0,28,28,0,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,69,61,7,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",5,39,31,8,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,15,242,209,29,4
FEDERAL PRISON IN LOMPOC,0,998,995,1,3
CITY OF SANTA MARIA,113,1869,1632,220,18
COMMUNITY OF ORCUTT,8,131,118,12,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,171,150,21,0
Out of County,—,—,0,0,—
Pending,13,117,91,26,—
July,13,2020,,,
Santa Barbara County Totals,56,4140,3780,329,31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,77,69,7,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4,471,417,52,3
CITY OF GOLETA,1,85,71,12,2
COMMUNITY OF ISLA VISTA,1,28,24,4,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,68,61,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,34,27,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,226,197,25,4
FEDERAL PRISON IN LOMPOC,0,998,994,1,3
CITY OF SANTA MARIA,38,1754,1570,167,18
COMMUNITY OF ORCUTT,2,123,108,14,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",3,165,151,14,0
Out of County,—,—,0,0,—
Pending,3,111,91,20,—
July,12,2020,,,
Santa Barbara County Totals,33,4084,3723,330,31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",3,76,68,7,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,467,415,50,3
CITY OF GOLETA,1,84,72,10,2
COMMUNITY OF ISLA VISTA,0,27,22,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,66,59,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,34,25,9,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,225,192,29,4
FEDERAL PRISON IN LOMPOC,0,998,994,1,3
CITY OF SANTA MARIA,18,1716,1529,170,18
COMMUNITY OF ORCUTT,0,121,110,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,162,149,13,0
Out of County,0,0,0,0,0
Pending,2,108,88,20,0
July,11,2020,,,
Santa Barbara County Totals,120,4051,3678,342,31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,73,65,7,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,462,407,53,3
CITY OF GOLETA,1,83,69,12,2
COMMUNITY OF ISLA VISTA,0,27,22,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,64,58,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,34,25,9,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,8,224,191,29,4
FEDERAL PRISON IN LOMPOC,0,998,994,1,3
CITY OF SANTA MARIA,70,1698,1504,177,18
COMMUNITY OF ORCUTT,8,121,109,11,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",10,161,148,13,0
Out of County,0,0,0,0,0
Pending,7,106,86,20,0
July,10,2020,,,
Santa Barbara County Totals,75,3931,3555,345,31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,73,65,7,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,18,451,391,58,3
CITY OF GOLETA,0,82,67,13,2
COMMUNITY OF ISLA VISTA,1,27,21,6,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,61,53,7,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,32,24,8,0
